,Id,BsmtQual_Mapping,BsmtCond_Mapping,BsmtExposure_Mapping,BsmtFinType1_Mapping,BsmtFinType2_Mapping,ExterQual_Mapping,ExterCond_Mapping,Electrical_Mapping,FireplaceQu_Mapping,Fence_Mapping,GarageQual_Mapping,GarageCond_Mapping,GarageFinish_Mapping,HeatingQC_Mapping,KitchenQual_Mapping,LotShape_Mapping,PoolQC_Mapping,Utilities_Mapping,MSSubClass_Recategory,MSZoning_Recategory,LotConfig_Recategory,BldgType_Recategory,Condition1_Recategory,Condition2_Recategory,Fence_Recategory,Functional_Recategory,HouseStyle_Recategory,RoofStyle_Recategory,RoofMatl_Recategory,MasVnrType_Recategory,GarageType_Recategory,GarageFinish_Recategory,SaleType_Recategory,SaleCondition_Recategory,OverallQual_Recategory,OverallCond_Recategory,LotFrontage,LotArea,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,Street,Alley,LotShape,LandContour,LandSlope,Foundation,Heating,CentralAir,MiscFeature,SalePrice
297,298,4,3,1,4,1,4,3,5,3,0,3,3,2,5,4,2,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,Detchd,Unf,WD,Normal,7,5,66.0,7399,0,326,975,975,975,0,1950,0,0,2,1,3,1,7,1,1997.0,2,576,0,10,0,0,198,0,0,6,2007,Pave,Pave,IR1,Lvl,Gtl,PConc,GasA,Y,,239000
298,299,3,3,1,5,3,4,3,5,4,0,3,3,1,4,3,1,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,6,6,90.0,11700,175,143,702,1041,702,0,1743,0,1,1,2,3,1,7,1,1968.0,2,539,224,0,0,0,0,0,0,6,2007,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,175000
299,300,3,3,1,1,1,3,4,5,4,4,3,3,1,5,4,1,0,4,20,R,Inside,1Fam,Norm,Norm,GdPrv,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Nonormal,6,8,80.0,14000,0,1092,1092,1152,0,0,1152,0,1,1,0,3,1,6,1,1950.0,1,300,0,36,0,0,0,0,0,8,2009,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,158500
300,301,3,3,2,4,1,3,3,5,4,0,3,3,1,3,3,1,0,4,190,R,Corner,2fmCon,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,5,5,90.0,15750,0,324,1165,1336,0,0,1336,1,0,1,0,2,1,5,2,1953.0,1,375,0,0,0,0,0,0,0,6,2006,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,157000
301,302,4,3,1,6,1,4,3,5,3,0,3,3,3,5,4,4,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Fin,WD,Normal,8,5,66.0,16226,0,747,1028,1210,1242,0,2452,0,0,2,1,4,1,9,1,1998.0,2,683,208,50,0,0,0,0,0,5,2007,Pave,,IR3,Lvl,Gtl,PConc,GasA,Y,,267000
302,303,4,3,1,1,1,4,3,5,3,0,3,3,2,5,4,2,0,4,20,R,Corner,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,7,5,118.0,13704,0,1541,1541,1541,0,0,1541,0,0,2,0,3,1,6,1,2001.0,3,843,468,81,0,0,0,0,0,1,2006,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,205000
303,304,3,3,1,5,1,3,3,5,0,2,3,3,1,3,3,1,0,4,20,R,Corner,1Fam,Norm,Norm,GdWo,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Abnorml,5,7,70.0,9800,0,0,894,894,0,0,894,1,0,1,0,3,1,5,0,1975.0,2,552,256,0,0,0,0,0,0,7,2006,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,149900
304,305,3,3,1,1,1,3,3,5,5,0,3,3,1,5,4,1,0,4,75,R,Inside,1Fam,Norm,Norm,,Typ,2.5Fin,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,7,9,87.0,18386,0,1470,1470,1675,1818,0,3493,0,0,3,0,3,1,10,1,2003.0,3,870,302,0,0,0,0,0,0,5,2008,Pave,,Reg,Lvl,Gtl,BrkTil,GasA,Y,,295000
305,306,4,3,1,6,1,4,3,5,0,0,3,3,3,5,4,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,8,5,80.0,10386,0,536,2000,2000,0,0,2000,1,0,2,0,3,1,8,0,2004.0,3,888,168,0,0,0,0,0,0,7,2007,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,305900
306,307,4,3,1,5,1,4,3,5,3,0,3,3,2,4,4,1,0,4,60,R,Inside,1Fam,Feedr,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,7,5,116.0,13474,0,0,700,1122,1121,0,2243,1,0,2,1,4,1,8,1,1990.0,3,746,127,44,224,0,0,0,0,6,2007,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,225000
307,308,3,3,1,1,1,3,2,4,0,3,0,0,0,3,2,2,0,4,50,R,Inside,1Fam,Artery,Norm,MnPrv,Typ,1.5Fin,NFlt,CompShg,None,,,WD,Normal,6,7,,7920,0,319,319,1035,371,0,1406,0,0,1,0,3,1,6,0,,0,0,0,144,0,0,0,0,0,3,2008,Pave,Grvl,IR1,Lvl,Gtl,CBlock,GasA,Y,,89500
308,309,3,3,1,4,1,3,3,5,0,0,3,3,1,5,3,2,0,4,30,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,4,5,,12342,0,599,861,861,0,0,861,0,0,1,0,1,1,4,0,1961.0,2,539,158,0,0,0,0,0,0,3,2009,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,82500
309,310,5,3,4,6,1,4,3,5,5,0,3,3,3,5,5,2,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Fin,WD,Normal,9,5,90.0,12378,0,622,1896,1944,0,0,1944,1,0,2,0,3,1,8,3,2003.0,3,708,208,175,0,0,0,0,0,11,2006,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,360000
310,311,4,3,1,5,1,3,3,5,3,0,3,3,3,4,4,2,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,6,5,,7685,0,179,697,697,804,0,1501,0,0,2,1,3,1,6,1,1993.0,2,420,190,63,0,0,0,0,0,5,2006,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,165600
311,312,3,3,1,5,1,3,4,5,4,0,3,3,1,5,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,6,6,50.0,8000,0,292,972,972,0,0,972,1,0,1,0,2,1,5,1,1948.0,1,240,0,0,0,0,0,0,0,5,2009,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,132000
312,313,4,3,2,3,1,3,3,5,4,3,3,3,1,3,3,1,0,4,190,R,Inside,2fmCon,Artery,Norm,MnPrv,Typ,1.5Fin,NFlt,CompShg,None,Detchd,Unf,WD,Normal,5,7,65.0,7800,0,286,793,793,325,0,1118,1,0,1,0,3,1,5,1,1939.0,2,410,0,0,0,0,271,0,0,5,2006,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,119900
313,314,4,3,4,5,3,3,3,5,4,0,3,3,2,3,3,4,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,7,5,150.0,215245,820,80,2136,2036,0,0,2036,2,0,2,0,3,1,8,2,1965.0,2,513,0,0,0,0,0,0,0,6,2009,Pave,,IR3,Low,Sev,CBlock,GasW,Y,,375000
314,315,3,4,1,2,1,3,3,5,4,0,2,3,1,5,5,1,0,4,70,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,7,7,60.0,9600,0,712,728,832,809,0,1641,0,1,1,1,3,1,6,1,1925.0,2,546,0,0,234,0,0,0,0,8,2006,Pave,Grvl,Reg,Lvl,Gtl,BrkTil,GasA,Y,,178000
315,316,4,3,1,6,1,4,3,5,4,0,3,3,3,5,4,2,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Fin,WD,Normal,7,5,71.0,7795,0,291,716,716,716,0,1432,1,0,2,1,3,1,6,1,2004.0,2,432,100,51,0,0,0,0,0,7,2009,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,188500
316,317,4,3,1,6,1,4,3,5,3,4,3,3,2,3,5,2,0,4,60,R,Corner,1Fam,Norm,Norm,GdPrv,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,7,7,94.0,13005,0,153,845,1153,1200,0,2353,1,0,2,1,4,1,10,1,1983.0,2,484,288,195,0,0,0,0,0,8,2009,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,260000
317,318,4,3,3,1,1,4,3,5,4,0,3,3,2,5,4,1,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,8,5,75.0,9000,0,1088,1088,1088,871,0,1959,0,0,2,1,3,1,8,1,2006.0,3,1025,208,46,0,0,0,0,0,12,2007,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,270000
318,319,4,3,4,6,1,4,3,5,3,0,3,3,2,5,4,1,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,7,5,90.0,9900,0,360,1347,1372,1274,0,2646,1,0,2,1,4,1,9,1,1993.0,3,656,340,60,144,0,0,0,0,4,2009,Pave,,Reg,Low,Mod,PConc,GasA,Y,,260000
319,320,4,3,3,6,1,3,3,5,3,0,3,3,1,3,3,1,0,4,80,R,Inside,1Fam,Norm,Norm,,Typ,SLvl,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,7,5,,14115,0,336,1372,1472,0,0,1472,1,0,2,0,3,1,6,2,1980.0,2,588,233,48,0,0,0,0,0,6,2009,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,187500
320,321,5,4,3,1,1,3,3,5,0,0,3,3,2,5,4,1,0,4,60,R,Corner,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,New,Nonormal,9,5,111.0,16259,0,1249,1249,1249,1347,0,2596,0,0,3,1,4,1,9,0,2006.0,3,840,240,154,0,0,0,0,0,9,2006,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,342643
321,322,5,3,3,6,1,4,3,5,4,0,3,3,3,5,4,2,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,8,5,99.0,12099,0,166,1136,1136,1332,0,2468,1,0,2,1,4,1,10,1,2004.0,3,872,184,154,0,0,0,0,0,6,2007,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,354000
322,323,3,3,4,2,5,4,3,5,3,3,3,3,3,5,4,2,0,4,60,R,Inside,1Fam,Norm,Norm,MnPrv,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,7,5,86.0,10380,1474,0,1502,1553,1177,0,2730,1,0,2,1,4,1,8,1,1987.0,2,576,201,96,0,0,0,0,0,8,2007,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,301000
323,324,3,3,1,5,1,3,4,5,0,0,2,3,1,5,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,3,8,49.0,5820,0,906,1162,1163,0,0,1163,1,0,1,0,3,1,6,0,1955.0,1,220,142,98,0,0,0,0,0,7,2006,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,126175
324,325,4,3,1,1,1,4,4,5,4,0,3,3,3,5,4,1,0,4,80,R,Corner,1Fam,PosN,Norm,,Typ,SLvl,NFlt,NComp,Exist,BuiltInGarage,Fin,WD,Normal,7,7,96.0,11275,0,710,710,1898,1080,0,2978,0,0,2,1,5,1,11,1,1961.0,2,564,240,0,0,0,0,0,0,6,2010,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,242000
325,326,3,3,3,4,1,3,3,3,0,0,3,3,1,1,3,1,0,4,45,R,Inside,1Fam,RRAe,Norm,,Typ,1.5Unf,NFlt,CompShg,None,Detchd,Unf,WD,Normal,5,6,50.0,5000,0,604,720,803,0,0,803,0,0,1,0,2,1,5,0,1941.0,2,360,0,0,244,0,0,0,0,12,2007,Pave,,Reg,Lvl,Gtl,CBlock,GasA,N,,87000
326,327,4,3,4,6,1,4,3,5,4,0,3,3,3,5,4,2,0,4,120,R,CulDSac,TwnhsE,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Fin,Con,Normal,8,5,32.0,10846,0,100,1719,1719,0,0,1719,2,0,1,1,1,1,6,2,1993.0,2,473,122,30,0,0,0,0,0,5,2008,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,324000
327,328,3,3,1,3,1,3,3,5,0,0,3,3,2,3,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,6,5,80.0,11600,0,818,1383,1383,0,0,1383,0,0,1,1,3,1,7,0,1960.0,1,292,0,45,0,0,0,0,0,4,2006,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,145250
328,329,3,3,1,1,1,3,3,4,0,0,3,3,1,4,4,2,0,4,75,R,Inside,1Fam,PosN,Norm,,Typ,2.5Unf,NFlt,CompShg,None,Detchd,Unf,WD,Normal,6,6,,11888,0,844,844,1445,689,0,2134,0,0,2,0,5,1,10,0,1930.0,2,441,0,60,268,0,0,0,0,7,2009,Pave,Pave,IR1,Bnk,Gtl,BrkTil,GasA,N,,214500
329,330,3,3,2,1,1,3,3,5,0,2,2,2,1,3,3,1,0,4,70,R,Corner,1Fam,Norm,Norm,GdWo,Typ,2Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,5,5,60.0,6402,0,596,596,596,596,0,1192,0,0,1,0,3,1,6,0,1920.0,1,189,0,0,137,0,0,0,0,7,2009,Pave,,Reg,Lvl,Gtl,PConc,GasA,N,,78000
330,331,3,3,1,6,3,3,3,5,0,0,3,3,1,3,3,2,0,4,90,R,Inside,Duplex,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,Detchd,Unf,WD,Normal,5,4,,10624,264,1424,1728,1728,0,0,1728,0,1,2,0,6,2,10,0,2002.0,1,352,155,0,0,0,0,0,0,11,2007,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,119000
331,332,3,3,1,3,1,3,3,5,0,0,3,3,2,2,3,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,5,6,70.0,8176,0,210,1056,1056,0,0,1056,1,0,1,0,3,1,6,0,1958.0,1,308,0,0,0,0,0,0,0,8,2007,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,139000
332,333,4,3,1,6,0,4,3,5,4,0,3,3,2,5,4,2,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,8,5,85.0,10655,479,1603,3206,1629,0,0,1629,1,0,2,0,3,1,7,1,2003.0,3,880,0,0,0,0,0,0,0,10,2009,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,284000
333,334,4,3,3,6,1,4,3,5,4,0,3,3,2,5,4,1,0,4,120,R,FR,TwnhsE,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,7,5,59.0,8198,0,638,1358,1358,0,0,1358,1,0,2,0,2,1,6,1,2004.0,2,484,192,30,0,0,0,0,0,7,2008,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,207000
334,335,4,3,4,6,1,3,3,5,3,0,3,3,3,4,3,2,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Fin,WD,Normal,6,5,59.0,9042,0,115,943,943,695,0,1638,1,0,2,1,3,1,7,2,1998.0,2,472,100,38,0,0,0,0,0,7,2008,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,192000
335,336,3,3,4,5,4,3,3,5,4,0,3,3,3,5,3,2,0,4,190,R,Corner,2fmCon,Norm,Norm,,Typ,1.5Fin,NFlt,CompShg,None,BuiltInGarage,Fin,WD,Normal,5,6,,164660,147,103,1499,1619,167,0,1786,2,0,2,0,3,1,7,2,1965.0,2,529,670,0,0,0,0,0,700,8,2008,Grvl,,IR1,HLS,Sev,CBlock,GasA,Y,Shed,228950
336,337,5,3,4,6,1,4,3,5,4,0,3,3,3,5,4,2,0,4,20,R,Corner,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,WD,Normal,9,5,86.0,14157,0,673,1922,1922,0,0,1922,1,0,2,0,3,1,8,1,2005.0,3,676,178,51,0,0,0,0,0,7,2007,Pave,,IR1,HLS,Gtl,PConc,GasA,Y,,377426
337,338,4,3,3,6,1,4,3,5,0,0,3,3,2,5,4,1,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,7,5,70.0,9135,0,726,1536,1536,0,0,1536,1,0,2,0,3,1,7,0,2002.0,2,532,192,74,0,0,0,0,0,12,2008,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,214000
338,339,4,3,2,5,1,4,3,5,0,0,3,3,2,5,4,1,0,4,20,R,Corner,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,7,7,91.0,14145,0,995,1208,1621,0,0,1621,1,0,2,0,3,1,8,0,1984.0,2,440,108,45,0,0,0,0,400,5,2006,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,Shed,202500
339,340,3,2,1,3,1,3,3,4,0,0,3,3,1,3,3,2,0,4,20,R,Inside,1Fam,Feedr,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,6,7,66.0,12400,0,630,1215,1215,0,0,1215,0,0,1,0,3,1,6,0,1958.0,1,297,0,0,0,0,234,0,0,6,2009,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,155000
340,341,4,3,1,1,1,4,3,5,0,0,3,3,3,5,4,1,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Fin,WD,Normal,8,5,85.0,14191,0,967,967,993,915,0,1908,0,0,2,1,4,1,9,0,2002.0,2,431,135,0,0,0,0,0,0,4,2010,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,202900
341,342,3,2,1,1,1,2,2,5,0,0,3,3,1,4,3,1,0,4,20,R,Inside,1Fam,Feedr,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,4,4,60.0,8400,0,721,721,841,0,0,841,0,0,1,0,2,1,4,0,1950.0,1,294,250,0,24,0,0,0,0,9,2009,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,82000
342,343,0,0,0,0,0,3,3,4,0,0,3,3,1,2,3,1,0,4,90,R,Inside,Duplex,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,Detchd,Unf,WD,Normal,3,4,,8544,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,1949.0,2,400,0,0,0,0,0,0,0,5,2006,Pave,,Reg,Lvl,Gtl,Slab,Wall,N,,87500
343,344,5,3,1,6,1,5,3,5,5,0,3,3,2,5,5,2,0,4,120,R,Inside,TwnhsE,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,9,5,63.0,8849,0,1656,1684,1684,0,0,1684,0,0,2,0,2,1,6,1,2005.0,2,564,495,72,0,0,0,0,0,7,2008,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,266000
344,345,4,3,1,3,4,3,3,5,0,0,3,3,1,3,3,1,0,4,160,R,Inside,TwnhsE,Norm,Norm,,Typ,2Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,5,3,36.0,2592,232,175,536,536,576,0,1112,0,0,1,1,3,1,4,0,1976.0,1,336,182,0,0,0,0,0,0,4,2010,Pave,,Reg,Lvl,Gtl,CBlock,GasA,Y,,85000
345,346,3,3,1,1,1,3,3,5,4,0,3,3,1,4,2,1,0,4,50,R,Inside,1Fam,RRAn,Norm,,Typ,1.5Fin,NFlt,CompShg,None,Detchd,Unf,WD,Normal,6,5,65.0,6435,0,972,972,972,605,0,1577,0,0,1,0,3,1,6,1,1939.0,1,312,0,0,0,0,0,0,0,10,2006,Pave,,Reg,Lvl,Gtl,BrkTil,GasA,Y,,140200
346,347,3,3,2,4,1,3,4,5,0,0,3,3,2,3,3,2,0,4,20,R,CulDSac,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,6,8,,12772,0,460,958,958,0,0,958,0,0,1,0,2,1,5,0,1960.0,1,301,0,0,0,0,0,0,15500,4,2007,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,Gar2,151500
347,348,3,3,1,4,1,3,3,4,4,0,3,3,1,5,3,2,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,6,5,,17600,0,208,1478,1478,0,0,1478,1,0,2,0,3,1,6,2,1960.0,2,498,0,40,0,0,0,0,0,12,2009,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,157500
348,349,4,3,1,6,1,4,3,5,0,0,3,3,2,5,4,1,0,4,160,R,Inside,Twnhs,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,7,5,36.0,2448,0,191,764,764,862,0,1626,1,0,2,1,2,1,6,0,2003.0,2,474,0,27,0,0,0,0,0,10,2008,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,154000
349,350,5,3,1,6,1,5,3,5,5,0,3,3,3,5,5,3,0,4,60,R,Inside,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Fin,New,Nonormal,9,5,56.0,20431,0,438,1848,1848,880,0,2728,1,0,2,1,4,1,10,2,2006.0,3,706,0,0,0,0,0,0,0,4,2006,Pave,,IR2,Lvl,Gtl,PConc,GasA,Y,,437154
350,351,5,3,1,1,1,5,3,5,4,0,3,3,2,5,5,2,0,4,120,R,Inside,TwnhsE,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,New,Nonormal,9,5,68.0,7820,0,1869,1869,1869,0,0,1869,0,0,2,0,2,1,6,1,2007.0,2,617,210,54,0,0,0,0,0,12,2007,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,318061
351,352,4,3,4,6,1,3,3,5,3,0,3,3,2,4,4,2,0,4,120,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Abnorml,7,5,,5271,0,371,1453,1453,0,0,1453,1,0,1,1,2,1,6,1,1986.0,2,445,0,80,0,0,184,0,0,12,2006,Pave,,IR1,Low,Mod,PConc,GasA,Y,,190000
352,353,3,2,2,2,3,3,3,5,0,0,3,2,1,3,3,1,0,4,50,R,Inside,1Fam,Artery,Norm,,Typ,1.5Fin,NFlt,CompShg,None,Detchd,Unf,ConLw,Normal,5,6,60.0,9084,380,0,616,616,495,0,1111,0,1,1,0,3,1,5,0,1941.0,1,200,48,0,0,0,0,0,0,3,2008,Pave,,Reg,Lvl,Gtl,CBlock,GasA,N,,95000
353,354,3,3,1,1,1,3,4,5,0,0,3,3,1,4,3,1,0,4,30,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,Detchd,Unf,WD,Normal,6,8,60.0,8520,0,624,624,720,0,0,720,0,0,1,0,2,1,5,0,2005.0,2,484,106,0,0,0,0,0,0,5,2010,Pave,,Reg,Lvl,Gtl,BrkTil,GasA,Y,,105900
354,355,3,3,1,2,1,3,3,5,4,0,3,3,1,5,3,1,0,4,50,R,Inside,1Fam,Norm,Norm,,Typ,1.5Fin,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,6,5,60.0,8400,0,552,940,1192,403,0,1595,0,0,1,0,2,1,6,2,1940.0,1,240,0,0,108,0,0,0,0,6,2006,Pave,,Reg,Bnk,Gtl,CBlock,GasA,Y,,140000
355,356,4,4,1,5,4,4,4,5,0,0,3,3,2,5,4,3,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Unf,WD,Normal,6,5,105.0,11249,544,322,1200,1200,0,0,1200,1,0,2,0,3,1,6,0,1995.0,2,521,0,26,0,0,0,0,0,8,2007,Pave,,IR2,Lvl,Gtl,PConc,GasA,Y,,177500
356,357,4,3,1,6,1,3,3,5,0,0,3,3,2,4,4,2,0,4,20,R,Inside,1Fam,Norm,Norm,,Typ,1Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,6,6,,9248,0,598,1158,1167,0,0,1167,1,0,2,0,3,1,6,0,1992.0,2,400,120,26,0,0,0,0,0,7,2009,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,173000
357,358,4,3,1,5,1,3,3,5,1,3,3,3,3,3,3,1,0,4,120,R,Inside,TwnhsE,Norm,Norm,MnPrv,Typ,1Story,NFlt,CompShg,None,BuiltInGarage,Fin,WD,Normal,5,5,44.0,4224,0,268,1142,1142,0,0,1142,1,0,1,1,3,1,6,1,1976.0,2,528,536,90,0,0,0,0,0,8,2007,Pave,,Reg,Lvl,Gtl,PConc,GasA,Y,,134000
358,359,3,3,3,4,3,3,3,3,0,0,3,3,1,5,4,2,0,4,80,R,Inside,1Fam,Norm,Norm,,Min2,SLvl,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Abnorml,5,4,92.0,6930,294,468,1062,1352,0,0,1352,0,1,1,0,3,1,6,0,1958.0,1,288,168,0,294,0,0,0,0,7,2006,Pave,,IR1,Lvl,Gtl,CBlock,GasA,Y,,130000
359,360,4,3,3,6,1,4,3,5,3,0,3,3,2,5,4,2,0,4,60,R,CulDSac,1Fam,Norm,Norm,,Typ,2Story,NFlt,CompShg,Exist,BuiltInGarage,Unf,WD,Normal,8,5,78.0,12011,0,130,1086,1086,838,0,1924,1,0,2,1,3,1,7,1,1998.0,2,592,208,75,0,0,374,0,0,6,2006,Pave,,IR1,Lvl,Gtl,PConc,GasA,Y,,280000
